ID	caption
ImageCLEFmedCaption_2022_train_000220	angiographic view of peripancreatic artery with paaa before treatment the same patient as figures  and
ImageCLEFmedCaption_2022_train_000221	digitally subtract angiography oblique image of the right external iliac artery demonstrate pseudoaneurysm in the superior lateral aspect of the image
ImageCLEFmedCaption_2022_train_000222	the  guidewire be cross retrogradely into the aorta by the riolan arc and be snare through the contralateral right femoral sheath
ImageCLEFmedCaption_2022_train_000223	advancement of the guidewire across the ampullary orifice after cross a distal biliary obstruction
ImageCLEFmedCaption_2022_train_000224	catheter introduce into the aorta the ascend aorta the arch with all the brachiocephalic branch and the descend aorta be visualise
ImageCLEFmedCaption_2022_train_000225	subtract angiographic image of the portal vein demonstrate the  intrahepatic portovenous shunt at the time of pve gray arrow point toward the  portovenous shunt pve portal venous embolization
ImageCLEFmedCaption_2022_train_000226	carotid angiogram do after  week show complete resolution of carotid cavernous fistula with preservation of internal carotid artery blood flow
ImageCLEFmedCaption_2022_train_000227	angiographic evidence of instent thrombosis in the midsegment of previous lad stent
ImageCLEFmedCaption_2022_train_000228	borderline constriction in the middledistal rca
ImageCLEFmedCaption_2022_train_000229	rca dominance give rise to lad in leave anterior oblique lao view with temporary lead in situ
ImageCLEFmedCaption_2022_train_000230	left ventriculography rightanterioroblique cranial view anteroapical segment aneurysm
ImageCLEFmedCaption_2022_train_000231	postembolization angiogram demonstrate cessation of flow within the tumor blush follow embosphere administration and embolization of the proximal sphenopalatine artery with a microcoil
ImageCLEFmedCaption_2022_train_000232	case  telemetry tracing ventricular fibrillation precede by a ventricular extrasystole
ImageCLEFmedCaption_2022_train_000233	arteriogram after embolization to a splenic aneurysm demonstrate no extravasation
ImageCLEFmedCaption_2022_train_000234	lateral angiogram of the left carotid arterial tree of a donkey show variation from the common pattern of this structure the left internal carotid artery red open arrow originate very caudal to the common carotid artery termination  common carotid artery  external carotid artery  internal carotid artery  occipital artery  linguofacial trunk
ImageCLEFmedCaption_2022_train_000235	angiographic study show coiling of the distal segment of the right internal carotid artery lateral view
ImageCLEFmedCaption_2022_train_000236	angiography show an endovascular stent place in the left common iliac artery
ImageCLEFmedCaption_2022_train_000237	left system angiography
ImageCLEFmedCaption_2022_train_000238	advancement of a  burr through the dio thrombus aspiration catheter
ImageCLEFmedCaption_2022_train_000239	cholangiographic view reveal a dilated common bile duct with multiple irregular filling defect form by the hydatid membrane
ImageCLEFmedCaption_2022_train_000240	intraoperative digital subtraction angiography show a large saphenous vein graft supply  of the renal isthmus to the aberrant renal artery
ImageCLEFmedCaption_2022_train_000241	arteriography of the superficial femoral artery sfa the black arrow denote the lesion of the sfa the white arrow denote the radiographic image of the rubber bullet
ImageCLEFmedCaption_2022_train_000242	right ventricular defibrillation lead and atrial lead location right anterior oblique rao  view
ImageCLEFmedCaption_2022_train_000243	male status post gunshot wound abdominal aortic angiogram demonstrate blush around the infrarenal aorta immediately follow by contrast opacification of the adjacent inferior vena cava
ImageCLEFmedCaption_2022_train_000244	the prominence of the triradiate bump be measure as the amount of medial projection of the triradiate cartilage white bracket from a point perpendicular to the tangent of a goodfit ellipse overlay the iliopectineal line
ImageCLEFmedCaption_2022_train_000245	venogram of right arm demonstrate occlusion of right axillary and subclavian vein
ImageCLEFmedCaption_2022_train_000246	a lateral radiograph demonstrate the first needle placement for radiofrequency ablation of the third occipital nerve
ImageCLEFmedCaption_2022_train_000247	case  a  electrocardiogram with inferolateral early repolarization pattern with jpoint elevation and qrs slur after hypothermia treatment red arrow
ImageCLEFmedCaption_2022_train_000248	venography after initial unsuccessful attempt
ImageCLEFmedCaption_2022_train_000249	superior rectal venogram obtain after embolization of the rectal varix with multiple coil arrow nbutyl cyanoacrylate glue thrombin and gelfoam note that no rectal varix be vbeualize hepatopetal flow within the superior rectal vein be note arrowhead
ImageCLEFmedCaption_2022_train_000250	anteroposterior view follow multiple thrombectomy attempt with a single stent retriever reveal a residual clot persist at the bifurcation of the basilar artery that be impede blood flow
ImageCLEFmedCaption_2022_train_000251	the representative digital subtraction angiography of the patient with hbvassociate icc who receive tace all patient who receive postoperative tace be due to early local recurrence of the tumor and all these patient demonstrate relatively abundant blood supply of tumor compare with other that the blood supply to the tumor be less abundant
ImageCLEFmedCaption_2022_train_000252	standard renal arteriography
ImageCLEFmedCaption_2022_train_000253	the amount of type i endoleak show a marked decrease
ImageCLEFmedCaption_2022_train_000254	digital subtraction angiography after embolization show onyx thin arrow at the distal extremity of the feeding artery the pseudoaneurysmal sac and the proximal extremity of the venous component of the fistula
ImageCLEFmedCaption_2022_train_000255	preoperative digital subtraction arteriography show the popliteal artery occlusion
ImageCLEFmedCaption_2022_train_000256	transmission electron microscope tem image of graphene oxide go
ImageCLEFmedCaption_2022_train_000257	leave ventriculography show the huge inferior left ventricular aneurysm an and the contrast enhance in the right ventricle arrow
ImageCLEFmedCaption_2022_train_000258	magnify tem view of grain in ebm  sample showing dbelocation phase grain be inclined to the specimen surface average grain size be  nm  m
ImageCLEFmedCaption_2022_train_000259	aortogram after coil embolization of the  intercostal artery note that the postcoil embolization aortoagram demonstrate no contrast opacification of the pseudoaneurysm luman a coil mass measure approximately    and a gentle regional concave deformity of the aorta imply that the true luman of the pseudoaneurysm be large than what opacifie originally
ImageCLEFmedCaption_2022_train_000260	radiography show the curved and fractured catheter in the right femoral and iliac vein arrow
ImageCLEFmedCaption_2022_train_000261	angiographic image of wirevalve angle during first unsuccessful attempt at deployment partial deployment of the corevalve be demonstrate with a relatively vertical angle that lean the corevalve against the less curvature of the aortic arch
ImageCLEFmedCaption_2022_train_000262	pulmonary angiogram show absent pulmonary artery on the left side
ImageCLEFmedCaption_2022_train_000263	celiac angiogram reveal multiple microaneurysm of the branch of the hepatic artery
ImageCLEFmedCaption_2022_train_000264	right coronary artery baseline in  degree lao projection white arrow  atypical vessel in the interatrial septum
ImageCLEFmedCaption_2022_train_000265	the nephrostogram show the dilated low moiety with an abrupt transition to nondilated ureter at the pelvoureteric junction arrow consbetent with pelvoureteric junction obstruction of the low moiety the upper moiety be nondilated
ImageCLEFmedCaption_2022_train_000266	distal leave anterior descend perforation laboratory catheterization heart hospital doha qatar
ImageCLEFmedCaption_2022_train_000267	cholangiogram perform during ercp demonstrate placement of  selfexpand stent graft small arrow within the common bile duct to exclude the cystic duct origin
ImageCLEFmedCaption_2022_train_000268	false aneurysm of the right common iliac artery demonstrate
ImageCLEFmedCaption_2022_train_000269	image of the thrombus in lad
ImageCLEFmedCaption_2022_train_000270	type iii mimic atherosclerosis hazy or linear stenosis but lack of atherosclerotic change in other coronary artery
ImageCLEFmedCaption_2022_train_000271	retrograde pyelography communication between the left upper urinary tract and the retroperitoneal lymphatic
ImageCLEFmedCaption_2022_train_000272	standard arteriography with indwell stent on both side show no uif
ImageCLEFmedCaption_2022_train_000273	leave nephrostogram show dilated pelvicalyceal system and proximal ureter gelatinous material positive for ketamine metabolite be aspirate from the nephrostomy
ImageCLEFmedCaption_2022_train_000274	a combination of cologram and contrast in the urinary bladder exclude a fistula
ImageCLEFmedCaption_2022_train_000275	fluoroscopic image of a wireguide balloon place at the level of the fistula create to drain the pancreatic fluid collection
ImageCLEFmedCaption_2022_train_000276	nephrostogram show complete obstruction of the right ureter
ImageCLEFmedCaption_2022_train_000277	femoral extraction of the broken left ventricular lead
ImageCLEFmedCaption_2022_train_000278	absence of femoral vessel that be associate with omphalocele
ImageCLEFmedCaption_2022_train_000279	postoperative ctangiography coil in the gastroduodenal artery white arrow and ptfe polytetrafluoroethylene prosthesis in the hepatic artery black arrow
ImageCLEFmedCaption_2022_train_000280	selective angiogram of the left  artery show the spinal venous congestion induce by the shunt
ImageCLEFmedCaption_2022_train_000281	irm squence show a dilatation of the upper ophthalmic vein flush
ImageCLEFmedCaption_2022_train_000282	repeat right external carotid artery angiogram show faint opacification of the fistulous perimedullary vein
ImageCLEFmedCaption_2022_train_000283	cover stent placement with internal iliac exclusion
ImageCLEFmedCaption_2022_train_000284	retrograde angiogram in the mbts demonstrate multiple filling defect with near occlusion of the mbts white arrow black arrow represent area of rpa occlusionmbts modified blalocktaussig shunt
ImageCLEFmedCaption_2022_train_000285	male with acsinferior wall mi post thrombolysis and post mi angina coronary angiographylateral angiographic view show both rca and lca originate from same ostium arrow
ImageCLEFmedCaption_2022_train_000286	digital subtraction venography via the transjugular intrahepatic portosystemic shunt tip shunt demonstrate the confluence of the inferior mesenteric vein into the splenic vein
ImageCLEFmedCaption_2022_train_000287	right vertebral artery angiogram show a large fenestration or unfused middle segment of the basilar artery the distal basilar artery be unfused and the superior cerebellar artery arise from the  segment of the posterior cerebral artery bilaterally a very prominent left posterior communicate artery fill the left supraclinoid ica and bilateral cavernous sinus via direct ccf in a retrograde fashion
ImageCLEFmedCaption_2022_train_000288	occlude rca in first injection
ImageCLEFmedCaption_2022_train_000289	the angiography show instent restenosis of primary stent
ImageCLEFmedCaption_2022_train_000290	followup angiography be perform  month after treatment work unsubstracted view of right ica angiography show a no interval change after initial treatment
ImageCLEFmedCaption_2022_train_000291	pre embolization magnify view show abnormal blush and fine vessel
ImageCLEFmedCaption_2022_train_000292	cardiac catheterization perform in june  prior to undergo tmr reveal a coronary flow reserve of  in the left anterior descend coronary arterytmr transmyocardial revascularization
ImageCLEFmedCaption_2022_train_000293	perfect radiological closure on phonation thus the least possibility of velopharyngeal insufficiency
ImageCLEFmedCaption_2022_train_000294	fluoroscopy still image at the end of transcatheter coarctation stente for patient  show the deploy  cover optimus stent andratec gmbh koblenz germany in situ
ImageCLEFmedCaption_2022_train_000295	the end of the procedure with a percutaneous internalexternal left biliary drainage and the native right plastic biliary endoprosthesis
ImageCLEFmedCaption_2022_train_000296	coronary sinus subselective angiography by attain select subselection catheter
ImageCLEFmedCaption_2022_train_000297	high frequency ultrasonography of the lateral thigh the hypoechoic ovoid mass fill with heterogenous hypoechoic material show posterior acoustic enhancement interpret as a cystic mass contain debris and hematoma in subcutaneous tissue above the fascia of the vastus laterali power doppler mode b and color doppler mode c show pulsatile arterial blood flow through a stalk between the cystic lesion and the vastus laterali
ImageCLEFmedCaption_2022_train_000298	carotid angiogram show severe stenotic lesion in the right internal carotid arteryrao right anterior oblique
ImageCLEFmedCaption_2022_train_000299	diagnostic heart catheterization perform  week after release of the vascular ring and reconstruction of the brachiocephalic trunk in a child with right aortic arch arrow show a normal inflow to the left subclavian artery from the reconstructed brachiocephalic trunk
ImageCLEFmedCaption_2022_train_000300	coronary spasm produce subocclusive lesion in mid rca
ImageCLEFmedCaption_2022_train_000301	coronary angiography with an ergonovine test show positive result on postoperative day
ImageCLEFmedCaption_2022_train_000302	angiogram of right coronary artery  smooth artery without any atherosclerosis
ImageCLEFmedCaption_2022_train_000303	right anterior oblique view show the fistulous vessel between the left anterior descend coronary artery and the pulmonary artery with multiple origin pathway and termination with small aneurysmal formation arrow
ImageCLEFmedCaption_2022_train_000304	the course of rca in right atrioventricular groove and its continuation
ImageCLEFmedCaption_2022_train_000305	post embolization
ImageCLEFmedCaption_2022_train_000306	coronary angiography there be no significant stenosis in leave coronary artery right coronary artery could not be examine due to failure of catheter engagement lad leave anterior descend artery lcx leave circumflex artery
ImageCLEFmedCaption_2022_train_000307	angiography show total occlusion of the three vessel with distal flow in dorsalis pedis artery from collateral
ImageCLEFmedCaption_2022_train_000308	operate with a  f rotarex system
ImageCLEFmedCaption_2022_train_000309	leave coronary artery in rao caudal projection show the final result after the pci of the distal lmca and proximal portion of the lad and lcx artery rao right anterior oblique pci percutaneous coronary intervention lmca leave main coronary artery lad leave anterior descend lcx leave circumflex
ImageCLEFmedCaption_2022_train_000310	vascular retrieval snare in the distal part of microcatheter the snare arrow have be deploy out of the microcatheter just enough to open fully and retrieve back in the microcatheter
ImageCLEFmedCaption_2022_train_000311	the right atrium and right ventricle lead implantation be perform via the persistent left superior vena cava
ImageCLEFmedCaption_2022_train_000312	excellent angiographic result postangioplasty to the lad white arrow and the circumflex coronary artery black arrow
ImageCLEFmedCaption_2022_train_000313	aortography show an interruption the so call linear tear of the normal contour of the thoracic aorta in the corresponding area a protrusion of the aortic lumen in the inner curve of the aorta be indicate the dberuption of the intima and beginning of a pseudoaneurysm the preoperative evaluation of imaging be finding indicate a traumatic rupture of aortic bethmus
ImageCLEFmedCaption_2022_train_000314	an angiographic image of the fractured wire show an entrap guide wire in the left anterior descend the arrow show proximal tip of the remnant guide wire
ImageCLEFmedCaption_2022_train_000315	dsa view of the right carotid artery
ImageCLEFmedCaption_2022_train_000316	fluoroscopic image of a right knee demonstrate a punch blue arrow place in the dbetal aspect of the lateral femoral epiphysbe note that the punch be direct proximally away from the articular surface but still dbetal to the physbe a metallic selfretain retractor be present in the lateral incbeion
ImageCLEFmedCaption_2022_train_000317	plug release and closure of the aortopulmonary collateral artery five minute aortogram control
ImageCLEFmedCaption_2022_train_000318	leave subclavian arteriography in an atos patient in stress position demonstrate a totally occlude subclavian artery
ImageCLEFmedCaption_2022_train_000319	aortic angiography show no bronchial compression by the aorta
ImageCLEFmedCaption_2022_train_000320	an endhole  multipurpose catheter have be advance anterogradely from the femoral vein and through the duct into the descend aorta
ImageCLEFmedCaption_2022_train_000321	fluoroscopic confirmatory image of placement of a tunnel  double lumen power hickman central venous catheter bard temple az with catheter tip float freely in persistent leave superior vena cava svc
ImageCLEFmedCaption_2022_train_000322	lateral fluoroscopic view of the lumbosacral spine show the placement of the bilateral radiofrequency cannulae tip anterior to the  vertebral body
ImageCLEFmedCaption_2022_train_000323	coronary angiography examination indicate intraluminal thrombus in the proximal third of the right coronary artery
ImageCLEFmedCaption_2022_train_000324	clinical photograph show lump in right hypochondrium and epigastrium
ImageCLEFmedCaption_2022_train_000325	both mullins sheath withdraw tip of sheath indicate by arrow expose both stent
ImageCLEFmedCaption_2022_train_000326	angiografia seletiva da artria mesentrica superior
ImageCLEFmedCaption_2022_train_000327	right  transforaminal epidural steroid injection under fluoroscopic guidance injection level be determine by symptom provocation with  normal saline at  and  level
ImageCLEFmedCaption_2022_train_000328	angiography demonstrate left ventricular systole with mid and apical ballooning white arrow
ImageCLEFmedCaption_2022_train_000329	early arterial phase dsa of the left ica demonstrate a davf supply by a dilated mta
ImageCLEFmedCaption_2022_train_000330	leave internal cerebral artery in cerebral angiogram
ImageCLEFmedCaption_2022_train_000331	final result of lcx angiography with unexpanded stent remain in the lm
ImageCLEFmedCaption_2022_train_000332	digital subtraction angiography from the superior mesenteric artery show the distal side of the common hepatic artery via very fine pancreaticoduodenal arcade arrow head with the common hepatic artery balloon occlude arrow
ImageCLEFmedCaption_2022_train_000333	right coronary artery lao  caudal
ImageCLEFmedCaption_2022_train_000334	antegrade nephrostogram immediately after filter retrieval show luminal narrowing at site of limb penetration without evidence of extravasation
ImageCLEFmedCaption_2022_train_000335	fluoroscopic image of an implant carillon device illustrate the coronary sinus position along the posterior mitral annulus tbesue plication be maintain between the great cardiac vein anchor and the coronary sinus anchor
ImageCLEFmedCaption_2022_train_000336	aortic root angiogram post device deployment
ImageCLEFmedCaption_2022_train_000337	coronary angiography reveal a  stenosis in the left anterior descend coronary artery and a subtotal occlusion  of the circumflex coronary artery
ImageCLEFmedCaption_2022_train_000338	leave common carotid artery dsa reveal stagnant flow in the extracranial leave ica arrow relate to a complete occlusion of the downstream intracranial icadsa  digital subtraction angiography ica  internal carotid artery
ImageCLEFmedCaption_2022_train_000339	anteroposterior view of the left upper extremity show successful revascularization of the left subclavian artery case
ImageCLEFmedCaption_2022_train_000340	digital subtraction angiography after thrombin injection a very small remnant of psa appear arrow
ImageCLEFmedCaption_2022_train_000341	completion angiography after right external iliac artery eia revascularization demonstrate good inflow into superficial femoral and profunda femoral artery and preserve patency of the internal iliac artery
ImageCLEFmedCaption_2022_train_000342	fluoroscopy in the rao view show recording and ablation catheter position cscoronary sinus catheter his his bundle catheter ra right atrial catheter rv right ventricle catheter rfa radiofrequency ablation catheter
ImageCLEFmedCaption_2022_train_000343	fluoroscopy in lao view show tva  lateral to cti tva  medial to cti and decapolar catheter in coronary sinus
ImageCLEFmedCaption_2022_train_000344	angiographic view of the root of aorta show large leave coronary artery aneurysm faintly opacify distal leave anterior descend artery and prominent right coronary artery
ImageCLEFmedCaption_2022_train_000345	leave coronary angiography show the presence of two coronary arteriovenous fistula caf originate from the left anterior descend lad and circumflex cx coronary artery drain into the pulmonary artery
ImageCLEFmedCaption_2022_train_000346	coronary angiogram in the left anterior oblique lao cranial projection show that rudimentary nondominant right coronary artery originate from the right coronary cusp
ImageCLEFmedCaption_2022_train_000347	cardiac catheterization demonstrate severe mid to distal lad occlusion
ImageCLEFmedCaption_2022_train_000348	placement of an internalexternal biliary drain
ImageCLEFmedCaption_2022_train_000349	postendovascular repair angiography show the absence of endoleakage
ImageCLEFmedCaption_2022_train_000350	visualization of the aortic arch and thoracic aorta after stent placement
ImageCLEFmedCaption_2022_train_000351	right coronary artery multilevel narrowing black arrow during diagnostic angiography
ImageCLEFmedCaption_2022_train_000352	superior view of a bilateral sm on an axial  plane note its posterior insertion into the high signal intensity region at the posterior thalamus consistent with white matter male aged
ImageCLEFmedCaption_2022_train_000353	lad cto with retrograde filling of distal lad from rpda
ImageCLEFmedCaption_2022_train_000354	stent positioning
ImageCLEFmedCaption_2022_train_000355	retrograde positioning of a  mm   endograft that adequately seal the descend thoracic aortic defect
ImageCLEFmedCaption_2022_train_000356	deployment of the prosthesis under endoscopic control
ImageCLEFmedCaption_2022_train_000357	incidence face craniale montrant un rseau coronaire droit domin et sain
ImageCLEFmedCaption_2022_train_000358	ercp demonstrate a normal common bile duct common hepatic duct and right and leave hepatic duct without evidence of intraluminal filling defect
ImageCLEFmedCaption_2022_train_000359	leave anterior oblique lao projection demonstrate fluoroscopic image of the flexcath sheath inferior to the aso
ImageCLEFmedCaption_2022_train_000360	endoscopic retrograde cholangiopancreatography show the location of the stent in the pancreatic duct the stent be place dbetally to the fbetula as close as possible to the leakage point
ImageCLEFmedCaption_2022_train_000361	postdeployment angiography show the normally position asymmetrical septal occluder device across the ventricular septal defect with minimal flow across the device
ImageCLEFmedCaption_2022_train_000362	occlusion of the heavily calcified midlad and epicardial connection from the marginal branch to the apical lad
ImageCLEFmedCaption_2022_train_000363	intraoperative cholangiography image
ImageCLEFmedCaption_2022_train_000364	case  a a  electrocardiogram with an aggressive inferiorlateral er pattern during hypothermia treatment red arrow b the electrocardiogram be completely normalize after adminbetration of beoproterenol infusion
ImageCLEFmedCaption_2022_train_000365	ercp demonstrate bile leak follow liver laceration the patient be manage conservatively with endoscopic stent placement
ImageCLEFmedCaption_2022_train_000366	the enteroscope be introduce into the overtube across the stenosis and into the jejunum
ImageCLEFmedCaption_2022_train_000367	case  a a  electrocardiogram with an aggressive inferiorlateral er pattern during hypothermia treatment red arrow b the electrocardiogram be completely normalize after adminbetration of beoproterenol infusion
ImageCLEFmedCaption_2022_train_000368	cardiac catheterization after stent placement show return of the blood flow in the lad territory
ImageCLEFmedCaption_2022_train_000369	postoperative coronary angiography show the successful occlusion of the coronarybronchial artery fistula use surgical clip arrow lcx leave circumflex artery
ImageCLEFmedCaption_2022_train_000370	postdilatation of thoracic stent graft
ImageCLEFmedCaption_2022_train_000371	fluoroscopic image of a balloon dilation of the fistula tract to tamponade the bleeding patient a
ImageCLEFmedCaption_2022_train_000372	upper gastrointestinal endoscopy reveal a submucosal tumor with a normal mucosa
ImageCLEFmedCaption_2022_train_000373	visualize dissection after the second contrast injection
ImageCLEFmedCaption_2022_train_000374	male with massive hemoptysis and recurrent intractable hemoptysis catheter angiography dilated tortuous bronchial and intercostal artery arise from a rightside aortic arch
ImageCLEFmedCaption_2022_train_000375	sixmonth followup angiography show complete aneurysm occlusion with the preservation of antegrade flow of the posterior circulation
ImageCLEFmedCaption_2022_train_000376	the first gastrocystostomy be perform during the first endoscopic procedure the highpressure balloon with which the stoma be widen to the diameter of  mm be vbeible on the fluoroscopic image two guidewire be also vbeible in the lumen of the necrotic collection
ImageCLEFmedCaption_2022_train_000377	angiographic followup show the patency of graft and robust flow to the middle cerebral artery territory
ImageCLEFmedCaption_2022_train_000378	ercp cholangiogram with a  gallstone in the middle third of the common bile duct intrahepatic segmental stricture and dilatation
ImageCLEFmedCaption_2022_train_000379	the guide wire white arrow direct into the gastric lumen and up the esophagus under fluoroscopic control
ImageCLEFmedCaption_2022_train_000380	fistula be successfully close while preserve patency of the aorta and right common internal and external iliac artery
ImageCLEFmedCaption_2022_train_000381	angiogram postendovascular intervention a covered stent in the right common iliac artery
ImageCLEFmedCaption_2022_train_000382	coronary angiography with normal coronary angiographic finding
ImageCLEFmedCaption_2022_train_000383	diagnostic angiogram leave anterior obliquecranial view demonstrate the lad and diagonal branch
ImageCLEFmedCaption_2022_train_000384	angiogram show aberrant artery white supply sequester lobe black da descend aorta
ImageCLEFmedCaption_2022_train_000385	inoue balloon position in the left ventricular cavity over the inoue wire before mitral valvuloplasty
ImageCLEFmedCaption_2022_train_000386	leave internal carotid artery angiogram in lateral projection show direct ccf with drainage into sigmoid sinus short arrow superior ophthalmic vein long arrow and inferior ophthalmic vein arrowhead and dilated subfrontal pial vein open arrow
ImageCLEFmedCaption_2022_train_000387	less dimeter of the ceflic vein white set in relay to the size of the cateter and its perpendicular insert in the axilar vein black set
ImageCLEFmedCaption_2022_train_000388	coronary angiogram depict the left main stenosis
ImageCLEFmedCaption_2022_train_000389	vortx coil boston scientific be place from the curve of anterior tibial artery to its communication with venous system
ImageCLEFmedCaption_2022_train_000390	rf needles insert at ala of the sacrum and lateral to   foramen other needles be place similarly
ImageCLEFmedCaption_2022_train_000391	coronary angiogram show origin of the left coronary artery lca and right coronary artery rca from the right coronary cusp
ImageCLEFmedCaption_2022_train_000392	displace polyetheretherketone cage into retropharyngeal space and endotracheal tube while attempt intubation through laryngeal mask airway
ImageCLEFmedCaption_2022_train_000393	upper gi series show difficulty in gastric emptying and insufficient distention at the pylorus and duodenum arrow due to the encircle pancreatic tissue
ImageCLEFmedCaption_2022_train_000394	superior venogram show tight stenosis of svc arrow
ImageCLEFmedCaption_2022_train_000395	mrcp show prominent intrahepatic biliary ductal dilatation proximal to the location of the previously note hilar mass
ImageCLEFmedCaption_2022_train_000396	cholangiography show biliary stricture involve in the hilar region and middle of common bile duct
ImageCLEFmedCaption_2022_train_000397	angiogram from the celiac axis show pseudoaneurysm at left gastric artery and active extravasation at gastroduodenal artery stump the common hepatic artery proper can not be identify
ImageCLEFmedCaption_2022_train_000398	the patients cerebral angiogram one year after coil
ImageCLEFmedCaption_2022_train_000399	ercp image demonstrate the stricture nonfilling portion and dilated duct above
ImageCLEFmedCaption_2022_train_000400	after leave anterior descend artery lad recanalization severe diffuse disease in the proximal and mid lad and severe spasm in its distal third
ImageCLEFmedCaption_2022_train_000401	selective angiography of sma show pseudoaneurysm occlusion of short part of sma and patent sma below pseudoaneurysm a inferior pancreaticoduodenal artery b inferior pancreaticoduodenal artery branch c short neck of artery fill pseudoaneurysm and d distal part of sma
ImageCLEFmedCaption_2022_train_000402	digital subtraction angiography of popliteal artery with cystic adventitial disease in focus
ImageCLEFmedCaption_2022_train_000403	permanent coil embolization of the proximal external carotid artery immediately proximal to the pseudoaneurysm use platinum detachable coil
ImageCLEFmedCaption_2022_train_000404	follow embolization of multiple anterior cerebral artery feed branch with particle gel foam and coil there be mark reduction in size and flow dynamic of the arteriovenous malformation arrowright indicate the patients right side
ImageCLEFmedCaption_2022_train_000405	a  woman with sjogren syndrome videofluorographic swallow study demonstrate atonic esophagus with rubberhose appearance and associate achalasia
ImageCLEFmedCaption_2022_train_000406	coronary angiogram lao caudal view short leave main artery with localized dilatation in proximal lad leave circumflex artery ostium show no significant lesion
ImageCLEFmedCaption_2022_train_000407	spasm of the ostial lmca
ImageCLEFmedCaption_2022_train_000408	leave ventriculogram demonstrate anterioapical left ventricular aneurysm
ImageCLEFmedCaption_2022_train_000409	jejunumbiliary reflux due to elevated loop pressure percutaneous transhepatic cholangiography
ImageCLEFmedCaption_2022_train_000410	solder paste suspension at the nozzle
ImageCLEFmedCaption_2022_train_000411	nellix balloon inflate to open the stent polymer  be inject in each limb
ImageCLEFmedCaption_2022_train_000412	successful dilation and deployment of stent
ImageCLEFmedCaption_2022_train_000413	coronary angiography rao   view show big lm thrombus with normal lad lcx and rim artery rao right anterior oblique lm leave main lad leave anterior descend lcx leave circumflex rim ramus intermedius artery
ImageCLEFmedCaption_2022_train_000414	fluoroscopic image of endoscopic retrograde cholangiopancreatography through the deploy lumenappose metal stent
ImageCLEFmedCaption_2022_train_000415	postoperative percutaneous transhepatic cholangiogram show patency of the new bilioenteric anastomosis
ImageCLEFmedCaption_2022_train_000416	angiogram after stent placement show trap instent restenosis
ImageCLEFmedCaption_2022_train_000417	normalsized rca be see supply the pdarcaright coronary artery pdaposterior descend artery
ImageCLEFmedCaption_2022_train_000418	new covered stent deployment at the orifice of the transplant renal artery arrow with sacrifice of the transplanted kidney which be remove surgically some day later
ImageCLEFmedCaption_2022_train_000419	selective injection in the left internal carotid artery on digital subtraction angiography show the internal carotid artery terminate into the ophthalmic artery with no contribution to cerebral vasculature
ImageCLEFmedCaption_2022_train_000420	perioperative radioscopy note the anatomical reduction of the clavicular fracture and the normal coracoclavicular distance
ImageCLEFmedCaption_2022_train_000421	angiogram demonstrate the large collateral artery arise from descend aorta near the coeliac trunk
ImageCLEFmedCaption_2022_train_000422	plaque at left anterior descend artery and borderline lesion ostial circumflex artery
ImageCLEFmedCaption_2022_train_000423	digital subtraction angiogram of the left common carotid artery oblique view clearly demonstrate severe stenosis arrow in the left  portion
ImageCLEFmedCaption_2022_train_000424	diagnosis of coronary tortuosity
ImageCLEFmedCaption_2022_train_000425	digital subtraction angiogram in a  woman with uncontrolled hypertension demonstrate contiguous relative stenosbe alternate with fusiform aneurysmal dilatation of the right renal artery due to fibromuscular dysplasia resemble a string of bead inset fibromuscular dysplasia be characterize by fibrous or muscular hyperplasia in one or more layer of the renal artery wall produce thbe appearance
ImageCLEFmedCaption_2022_train_000426	lao caudal view of rca origin of the lad artery from the ostium of the rca can be see along with severe stenosis of the proximal portion of the lad artery
ImageCLEFmedCaption_2022_train_000427	leave external carotid arteriography show a highflow avf from the parietal branch of the sta thin arrow to the stv wide arrow and an aneurysm on the frontal branch of the sta arrowhead
ImageCLEFmedCaption_2022_train_000428	segmented aneurysm of the left coronary artery lca and right coronary artery rca in angiogram arrow
ImageCLEFmedCaption_2022_train_000429	a renal arteriography prior to segmental embolization b passage of contrast medium from calyx to renal pelvbe be observe
ImageCLEFmedCaption_2022_train_000430	first stent deploy successfully in the proximal portion of the left anterior descend artery dotted arrow the second stent be entrap and float in the left coronary sinus solid arrow
ImageCLEFmedCaption_2022_train_000431	pretreatment xray show ureteral stone in the renal pelvi close to the loop of nephrostomy
ImageCLEFmedCaption_2022_train_000432	right internal mammary artery anastomose to leave anterior descend artery
ImageCLEFmedCaption_2022_train_000433	rf catheter advance distally until resistance encounter
ImageCLEFmedCaption_2022_train_000434	fluoroscopic view of the position of the needle in disc space
ImageCLEFmedCaption_2022_train_000435	coronary angiography after admission reveal long  diameter stenosis within the prestented right coronary artery rca which be determine as the culprit lesion
ImageCLEFmedCaption_2022_train_000436	nephrostogram
ImageCLEFmedCaption_2022_train_000437	arteriography of hepatic artery with implant stent graft
ImageCLEFmedCaption_2022_train_000438	late phase show the most distal and the large aneurysm contain thrombus
ImageCLEFmedCaption_2022_train_000439	coronary angiography image  right anterior oblique angle obtain at the sixmonth followup show  diameter stenosis in the second segment of the obtuse marginal branch arrow
ImageCLEFmedCaption_2022_train_000440	catheter angiogram show  stenosis of the right middle cerebral artery reprint from holmstedt etal  with permission from elsevier
ImageCLEFmedCaption_2022_train_000441	sialographynonobstructive finding of the right parotid duct by sialography
